Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
2924,288,7,90,4,4998,201,240,178,2120,Rawah,C7745,1
3240,21,6,600,92,5867,216,227,148,2505,Rawah,C7745,1
2860,26,9,127,7,1358,216,220,140,2430,Commanche,C4704,1
2929,74,9,42,3,5188,231,223,125,2986,Rawah,C6101,0
2796,329,10,120,19,3243,196,228,172,2876,Rawah,C4744,1
3030,213,8,319,114,3003,213,248,171,1999,Commanche,C7757,1
2307,305,28,134,52,603,131,211,215,1827,Cache,C4703,2
2972,147,13,837,176,2520,237,238,130,1509,Commanche,C7790,1
3047,107,9,212,48,5146,235,230,126,3463,Rawah,C7745,1
2925,305,15,234,67,2766,177,231,193,2224,Commanche,C4758,0
2952,243,14,402,52,5502,191,251,196,4356,Rawah,C7745,1
3097,67,7,30,3,1015,228,226,132,2040,Rawah,C7201,1
3116,20,18,212,59,4444,205,199,126,2886,Rawah,C7745,0
2916,26,9,324,115,4668,216,220,140,5044,Rawah,C4744,1
2607,61,5,120,-12,1253,224,229,141,277,Rawah,C7201,1
3217,163,17,162,30,2227,234,243,134,1651,Commanche,C7709,0
3195,270,2,255,24,5901,214,239,163,1943,Rawah,C7201,1
3199,171,6,30,-1,2702,224,243,153,825,Rawah,C7202,0
3269,159,22,201,85,1756,237,238,119,404,Commanche,C8772,6
3063,332,8,108,19,4114,201,230,168,2263,Rawah,C7745,1
2784,7,16,234,-22,1242,198,206,143,2078,Commanche,C4758,5
2980,90,8,162,21,815,233,227,127,210,Commanche,C7756,1
2870,323,9,150,32,2803,196,230,174,2072,Commanche,C7201,0
2509,209,17,67,8,1342,206,253,179,1343,Commanche,C2703,1
2861,64,21,342,-62,426,234,193,82,1945,Rawah,C7746,1
3137,139,20,162,39,3830,246,229,101,2950,Commanche,C7201,0
3319,143,10,700,-2,658,234,238,134,4496,Neota,C7757,0
2310,156,27,283,-32,366,238,231,103,680,Cache,C2704,2
2988,171,10,499,69,5611,227,245,150,3515,Rawah,C7745,1
3308,287,19,366,112,524,163,235,211,553,Neota,C7757,0
2651,202,3,390,118,534,218,241,160,1416,Commanche,C2703,2
3155,350,14,330,79,1200,193,215,160,1654,Commanche,C7757,1
3046,68,8,192,6,3339,229,223,127,953,Commanche,C7756,1
2730,89,22,175,74,180,247,200,72,1864,Rawah,C7746,4
3301,176,18,391,62,4537,226,247,146,2503,Commanche,C7757,0
2536,348,38,120,82,987,124,151,147,1648,Commanche,C4703,1
3078,0,6,212,13,1513,211,228,155,1613,Rawah,C7745,0
2623,27,8,182,44,1583,217,223,142,4784,Rawah,C6731,1
2962,104,4,124,13,1819,226,234,143,150,Commanche,C7756,1
3035,105,15,201,32,3034,244,220,100,531,Rawah,C7745,1
2688,137,11,30,3,1546,238,236,127,3334,Rawah,C4744,1
2319,318,24,30,15,819,150,210,197,824,Cache,C4703,5
2993,278,21,127,20,2733,158,238,217,1822,Commanche,C7201,0
2749,350,4,124,16,2718,212,233,158,5259,Rawah,C4744,1
2986,37,12,42,6,2018,219,213,127,2737,Commanche,C7202,0
3198,106,10,0,0,1673,238,228,120,1570,Rawah,C7745,1
3422,98,12,767,-70,870,240,223,111,366,Neota,C8771,6
2951,196,24,124,0,1577,207,252,167,1022,Commanche,C4758,1
2950,145,8,430,33,741,231,239,141,2240,Commanche,C7757,4
3241,113,4,713,50,3751,226,236,145,2401,Rawah,C7202,0
2715,345,13,170,28,1943,194,219,163,3872,Rawah,C4744,1
2730,346,10,285,32,2142,200,223,162,2142,Rawah,C7745,1
3057,26,7,212,38,2400,217,225,144,1836,Commanche,C7756,0
3123,172,19,1114,176,3141,229,245,140,1822,Commanche,C7757,1
3172,206,18,270,56,2550,206,254,177,3186,Commanche,C7757,1
2969,305,22,295,115,5294,153,222,206,691,Rawah,C7745,1
3076,30,5,192,0,3460,218,228,146,1383,Rawah,C7745,1
3182,40,11,30,8,2024,221,215,127,4373,Neota,C7202,0
3050,16,12,134,23,2851,209,214,141,1215,Commanche,C7755,1
2028,100,17,342,67,446,246,215,93,60,Cache,C2706,2
2693,63,4,212,15,2210,224,231,143,1851,Commanche,C7756,5
3033,127,7,30,3,2698,232,236,136,2940,Rawah,C7202,0
2859,239,24,90,6,3322,168,252,214,1758,Commanche,C2705,1
3194,103,14,467,103,541,243,221,103,780,Commanche,C7755,0
2608,340,22,30,11,1370,168,202,169,912,Commanche,C7700,0
3257,77,12,458,52,3202,235,218,113,4530,Rawah,C8776,0
3389,195,10,503,-3,3275,218,249,164,67,Commanche,C8771,0
2766,29,11,108,0,2133,216,217,135,1103,Rawah,C4744,1
2836,76,30,258,150,277,241,170,37,1398,Rawah,C7746,4
3259,67,14,713,111,735,233,211,106,1987,Rawah,C7202,1
3035,90,8,42,9,2977,232,228,129,1024,Commanche,C7202,0
3232,312,14,190,18,390,181,229,188,916,Neota,C7700,0
2895,283,4,408,23,3586,208,240,171,3211,Rawah,C4744,1
2582,178,11,216,101,1482,225,247,152,1323,Commanche,C2704,1
3088,75,13,42,7,5082,236,214,107,150,Rawah,C7745,1
2927,54,2,30,2,2431,220,234,150,365,Commanche,C7755,1
2571,87,20,268,53,1972,245,202,78,743,Commanche,C2705,2
3156,88,21,85,18,1503,246,200,73,2492,Rawah,C7745,0
3198,319,26,192,37,2550,143,205,197,2766,Rawah,C8772,0
2856,99,19,108,39,127,248,210,82,1276,Rawah,C7745,0
3209,293,21,297,46,4024,158,231,211,2161,Commanche,C7202,0
3350,27,6,466,39,730,217,226,145,2014,Commanche,C7755,6
2671,74,12,180,-12,1337,234,217,114,451,Rawah,C7202,1
3187,355,16,277,61,576,192,210,154,1837,Neota,C7201,0
2942,63,3,295,49,4414,222,233,146,6414,Rawah,C4744,1
2908,301,13,30,6,2420,184,234,190,175,Commanche,C7202,0
2718,24,30,297,-7,1020,189,161,92,2359,Rawah,C7745,1
3211,62,8,467,69,2831,227,223,130,4513,Rawah,C8772,0
2908,74,24,90,41,5603,240,187,65,1053,Rawah,C7746,1
2570,238,35,182,1,1312,137,244,227,1328,Commanche,C2704,2
2961,327,25,127,51,1842,150,203,187,2796,Commanche,C7757,1
3226,94,18,713,78,636,246,210,87,1853,Rawah,C7202,1
3194,28,19,30,-4,2842,209,194,115,2575,Rawah,C7745,0
2825,62,11,60,2,789,230,217,119,247,Rawah,C7745,4
3045,342,3,242,10,1964,213,235,159,1992,Commanche,C7755,1
3403,338,9,845,111,2405,200,227,166,1221,Commanche,C7756,0
3170,3,5,60,0,4267,213,230,155,3267,Rawah,C7201,0
3304,333,27,162,83,1794,146,193,180,2580,Commanche,C7757,0
3121,133,22,180,15,2427,249,224,92,1744,Commanche,C7756,1
2812,74,9,480,28,1777,231,223,125,1150,Rawah,C4744,1
2079,325,27,30,15,977,142,199,191,234,Cache,C4703,2
2770,146,22,108,40,3506,244,231,105,1465,Rawah,C7745,1
2698,36,6,268,29,1087,220,226,142,2955,Rawah,C4744,1
2733,130,11,365,150,2072,238,234,125,2563,Commanche,C2705,5
3203,281,11,513,56,2573,189,241,192,258,Commanche,C7202,0
3013,39,12,1090,215,2856,220,213,126,930,Commanche,C7755,1
2350,308,25,67,31,1087,143,215,208,1492,Cache,C4703,5
3253,1,12,484,45,600,203,218,152,1642,Neota,C7202,0
3257,172,12,124,18,1489,228,246,148,2731,Rawah,C7201,0
2866,114,19,547,95,990,249,218,89,2579,Commanche,C4704,1
3151,271,22,162,21,4616,157,241,220,3381,Rawah,C7745,0
2933,111,6,306,26,3501,230,234,137,4624,Rawah,C4744,1
3085,214,24,175,65,3178,190,254,189,1266,Commanche,C7757,1
2772,138,17,162,73,3379,244,232,111,5946,Rawah,C7746,1
2313,137,13,247,51,309,239,235,123,481,Cache,C2705,2
3358,99,5,658,101,1182,228,233,140,2519,Commanche,C7756,0
2910,309,9,190,29,993,194,234,180,2103,Commanche,C7755,1
3236,32,9,484,93,2496,218,220,137,3378,Commanche,C7755,0
2379,145,15,30,9,509,240,236,122,859,Commanche,C2705,2
3382,94,14,180,14,4157,241,218,103,4090,Rawah,C8772,6
2673,15,16,30,5,2135,203,204,135,1899,Rawah,C6101,1
3013,67,30,210,89,2239,233,165,41,2571,Commanche,C7757,0
2845,93,9,342,34,1585,235,226,121,2955,Commanche,C7202,1
2970,95,33,655,174,1237,250,172,0,745,Rawah,C7745,1
3087,69,8,518,80,810,229,224,128,1154,Commanche,C7756,1
3230,306,10,503,55,466,192,235,183,960,Commanche,C7756,1
2715,30,39,408,240,816,179,129,57,1250,Commanche,C4758,1
2428,166,19,553,158,722,233,243,133,926,Cache,C2704,2
3127,230,4,192,14,2140,213,243,167,2274,Commanche,C7756,1
2274,20,22,67,23,511,198,187,118,573,Cache,C4703,2
2947,355,29,180,66,295,160,176,144,2110,Rawah,C7746,0
3189,338,8,0,0,4298,204,229,165,3556,Commanche,C7201,0
3253,70,17,127,33,1471,236,205,94,2774,Rawah,C7746,0
2727,334,12,127,7,1154,193,224,170,1781,Rawah,C4744,0
2786,182,9,371,25,1854,223,246,156,2075,Commanche,C6102,4
3111,134,17,150,37,4488,244,230,109,1034,Rawah,C7746,1
3060,234,11,636,361,2352,202,250,185,1368,Commanche,C4758,1
1945,84,21,210,69,242,245,199,73,918,Cache,C2704,2
2709,40,34,216,-27,1091,202,146,55,2320,Rawah,C7745,1
3256,142,11,85,-3,5111,236,237,130,395,Rawah,C7745,1
2829,34,14,30,5,4147,217,207,122,1209,Rawah,C7202,1
3181,53,2,285,20,1142,221,234,150,1988,Neota,C7101,0
3159,293,4,0,0,5153,209,239,168,1026,Rawah,C7745,0
3058,32,20,170,64,2520,211,193,111,1074,Commanche,C7201,0
2864,27,27,350,59,624,198,172,97,812,Commanche,C7757,0
3371,270,6,792,159,1091,205,242,176,2225,Commanche,C7756,0
2994,275,27,365,197,2471,138,234,230,1477,Commanche,C7757,0
2954,356,31,270,132,300,155,168,138,874,Rawah,C7746,1
2621,288,12,323,188,457,186,239,192,1048,Cache,C2717,1
3011,271,10,210,40,2395,195,243,188,1006,Rawah,C7745,1
2446,61,30,242,48,1239,228,165,49,752,Commanche,C2705,2
3204,294,8,626,128,3307,197,238,181,1150,Commanche,C7756,0
2743,45,6,525,27,1672,222,226,139,1913,Rawah,C4744,1
2957,307,14,30,5,313,180,231,190,638,Neota,C7202,1
3362,298,16,319,72,1130,175,233,198,3020,Commanche,C7756,0
3258,111,21,124,29,3705,250,213,81,3973,Rawah,C8772,0
3165,91,13,516,57,5394,240,218,106,1209,Rawah,C7745,1
2957,71,20,175,45,841,238,197,82,832,Rawah,C7201,0
2680,39,21,330,187,949,216,190,101,1357,Commanche,C7757,1
2701,27,9,0,0,953,217,221,140,2155,Commanche,C7102,1
3226,11,19,469,75,3097,197,199,135,837,Commanche,C7700,0
3425,79,9,361,-40,1055,232,224,124,778,Neota,C8771,6
3089,32,3,630,35,2730,219,232,150,1936,Commanche,C7756,1
3115,288,1,390,34,1661,216,238,159,2955,Commanche,C7756,0
2893,0,18,642,163,277,192,205,148,1233,Commanche,C4703,1
2982,128,11,0,0,4202,238,233,125,2281,Rawah,C7745,1
3284,300,13,841,174,1299,184,235,191,2816,Commanche,C7755,0
3052,145,18,376,127,1418,242,234,115,3356,Rawah,C7745,0
3167,158,14,95,12,1347,235,241,134,1828,Neota,C7202,0
3371,185,10,295,7,2455,222,247,158,488,Commanche,C8771,6
2646,63,16,134,-1,371,232,205,100,1275,Rawah,C7745,1
2192,314,21,175,48,395,159,218,197,390,Cache,C4703,1
2231,333,36,182,101,934,115,169,179,474,Cache,C4703,2
2893,98,10,366,70,2975,237,225,118,2167,Rawah,C4744,1
2496,244,23,488,-103,454,167,251,215,1127,Commanche,C2705,2
3100,139,5,30,-1,636,228,238,144,1784,Rawah,C7202,0
2287,27,35,234,73,551,182,143,74,420,Cache,C4703,5
3245,70,9,67,2,3467,230,223,125,3669,Rawah,C8771,6
3193,267,14,228,42,2763,182,245,201,725,Commanche,C7755,1
2962,195,15,256,43,5427,216,251,166,3082,Rawah,C7745,0
3099,259,15,421,105,1421,183,247,202,604,Commanche,C4758,1
2935,28,15,524,71,2717,213,207,127,1894,Rawah,C7745,1
3319,307,20,134,27,2955,162,224,200,960,Commanche,C7202,0
3267,103,6,830,46,3745,231,232,134,2831,Rawah,C8771,0
2785,5,20,150,53,3150,191,198,141,6154,Rawah,C7745,1
3259,255,18,324,44,3153,175,248,209,1153,Commanche,C7756,1
2854,22,8,256,27,3763,215,222,144,6385,Rawah,C7102,1
3468,322,13,499,140,1182,186,226,180,1507,Neota,C8776,6
3355,297,4,182,16,1201,208,238,169,2101,Commanche,C7756,0
2602,34,7,108,-18,3289,219,224,141,2656,Commanche,C4704,0
2517,135,22,430,109,420,248,224,91,1253,Commanche,C2705,2
2584,272,27,67,12,968,139,236,230,1024,Commanche,C7700,1
2252,305,49,85,62,1421,46,159,225,1047,Cache,C4703,2
2565,297,13,182,57,228,182,235,193,876,Cache,C4703,1
3080,100,27,201,63,3270,252,193,50,2203,Commanche,C7757,0
2984,150,26,300,77,1237,242,229,98,792,Rawah,C7745,1
3105,105,20,150,22,3931,249,212,82,2167,Rawah,C7745,0
2647,82,25,85,23,1406,245,187,56,1436,Commanche,C2704,2
2690,141,10,85,4,1550,236,237,131,1390,Rawah,C4744,0
2858,339,32,120,50,150,136,176,169,875,Rawah,C7746,0
3161,339,9,228,-24,1320,200,227,166,845,Neota,C7700,0
2478,52,17,127,16,742,226,202,104,765,Commanche,C4703,1
2985,0,20,240,33,4186,187,199,146,2118,Rawah,C7700,1
2338,47,10,234,51,558,224,218,128,630,Cache,C2705,2
3049,239,13,516,72,6104,195,251,193,1641,Rawah,C7745,1
2554,118,8,162,36,323,234,233,130,1423,Rawah,C4744,1
2814,225,4,255,23,2281,215,243,166,2135,Rawah,C4744,1
2733,50,8,150,12,2326,224,223,134,6992,Rawah,C4744,0
2669,58,9,309,-1,1426,227,221,127,853,Rawah,C7745,1
3195,235,6,466,20,4137,210,245,173,2866,Rawah,C7101,0
2488,1,12,270,45,127,203,218,152,1782,Cache,C2717,2
3212,90,4,95,-5,4696,226,233,143,1745,Rawah,C7201,0
2801,339,22,30,11,981,168,203,171,1410,Commanche,C7700,1
3005,60,14,350,-9,2419,230,210,109,2580,Commanche,C7755,1
2956,90,20,268,0,540,246,205,80,2609,Rawah,C7745,1
2701,77,18,607,-48,3092,240,205,89,2691,Commanche,C4703,0
2710,172,3,272,18,2046,222,241,155,4264,Rawah,C7202,1
2993,237,27,182,47,1226,163,251,216,466,Commanche,C4758,1
2896,119,15,192,47,2624,245,225,104,2058,Rawah,C7745,1
3388,95,20,503,154,1890,247,207,80,1982,Rawah,C8776,0
2040,37,27,216,71,330,208,170,83,366,Cache,C2717,2
2712,352,20,67,13,1539,180,201,156,1292,Commanche,C4703,4
3101,75,5,242,15,3378,226,231,140,953,Rawah,C7745,0
3305,106,16,124,19,1260,246,218,96,1328,Commanche,C7755,0
3281,94,4,484,11,3675,225,234,144,1142,Commanche,C7790,6
2989,177,13,0,0,942,226,247,151,819,Commanche,C7202,1
3123,33,15,85,15,4332,216,206,122,3504,Rawah,C7201,0
3342,60,12,182,19,2717,229,215,118,2442,Rawah,C8772,6
3390,176,12,875,218,1321,226,246,152,875,Neota,C7755,0
2988,90,1,466,62,4967,221,236,151,6259,Rawah,C4744,1
3106,80,24,120,44,3945,243,190,64,626,Rawah,C7745,1
3273,235,6,85,7,6031,210,245,173,404,Rawah,C7201,0
3169,63,13,598,75,365,231,213,112,1518,Rawah,C7201,1
3278,63,2,524,120,5287,221,234,150,1682,Rawah,C7745,0
3141,124,15,60,-1,4230,244,228,108,2028,Rawah,C7745,0
2456,136,14,210,22,600,241,234,119,1416,Cache,C2717,5
2932,125,6,153,5,4635,230,236,139,4360,Rawah,C7745,1
3251,351,3,379,53,994,214,234,158,1489,Neota,C7700,0
2884,214,24,234,113,3072,190,254,190,1392,Commanche,C2705,1
3107,228,7,30,4,2186,209,247,175,685,Commanche,C7202,0
2969,354,15,277,67,1588,193,212,156,2564,Commanche,C7757,1
2793,75,12,67,6,2809,234,217,113,2151,Commanche,C4703,1
2863,347,13,323,14,2970,196,219,162,2797,Rawah,C4744,1
2991,313,9,153,29,3211,197,234,177,6277,Rawah,C7745,1
2614,48,7,30,-3,1641,223,225,137,1341,Rawah,C7745,1
2917,172,31,540,-19,3624,222,236,122,1403,Commanche,C4758,1
3018,244,7,120,11,5558,206,246,178,2082,Rawah,C7201,0
3529,54,17,882,295,2266,228,201,101,1552,Rawah,C8776,0
2881,293,22,153,35,5252,152,229,214,663,Rawah,C7745,1
3186,84,9,30,0,1575,233,225,125,1642,Rawah,C7745,0
2919,98,10,323,120,335,237,226,120,306,Rawah,C7201,0
3397,358,18,566,49,4012,189,204,150,3521,Commanche,C8776,6
2432,154,15,0,0,1776,237,240,129,201,Commanche,C6101,5
3285,352,17,510,157,1414,188,208,156,2130,Commanche,C7757,1
2589,206,23,323,169,1597,199,254,179,742,Commanche,C2705,2
3188,129,6,150,7,4321,230,236,139,984,Commanche,C7202,0
3077,70,5,0,0,3837,225,230,140,1090,Rawah,C7202,0
3111,100,22,319,49,3763,250,205,73,768,Rawah,C7745,1
3050,102,13,60,0,3739,242,222,107,2766,Rawah,C7745,0
2572,182,19,120,27,1667,222,249,151,1591,Commanche,C2705,2
2579,7,17,0,0,1159,197,204,141,1415,Commanche,C7102,5
3259,353,8,283,25,212,206,226,158,859,Commanche,C7756,0
2166,338,33,360,151,424,130,173,170,319,Cache,C4703,2
3240,308,9,474,95,552,196,235,178,1358,Neota,C7700,1
3175,26,23,319,103,3289,203,185,109,1575,Commanche,C7755,0
2827,135,7,30,0,5393,231,237,138,4636,Rawah,C7745,0
3773,338,11,942,327,5093,196,225,167,3197,Commanche,C8776,6
3400,31,11,600,161,3204,217,217,134,1954,Commanche,C8772,6
3191,70,6,371,16,4096,226,229,137,2999,Rawah,C7101,0
3074,96,21,30,-6,648,248,204,73,1528,Rawah,C7746,0
2929,68,11,218,16,4853,232,218,118,2737,Rawah,C7745,0
2949,18,8,85,0,4655,214,223,145,2147,Rawah,C7202,4
3218,84,17,300,-34,1581,242,209,92,2467,Rawah,C7201,0
3290,253,7,124,-4,1350,204,245,179,1342,Commanche,C7103,0
2596,35,13,450,26,2826,218,211,127,2852,Commanche,C4704,0
2383,331,11,30,9,979,194,226,172,886,Cache,C6101,5
3285,122,10,351,-5,1571,238,232,124,3247,Neota,C8771,1
3061,73,8,693,-113,1418,230,225,128,902,Rawah,C7202,0
3133,340,21,616,46,3624,170,204,170,1682,Commanche,C8772,1
3162,54,6,67,-2,5349,224,227,138,2173,Rawah,C7201,1
3382,41,16,108,0,4135,221,204,114,1167,Rawah,C8771,0
2950,56,9,0,0,2106,226,221,129,2695,Commanche,C7101,1
3228,336,8,706,84,6245,203,230,166,1383,Rawah,C7745,0
2916,135,8,134,20,4465,234,237,134,6296,Rawah,C7745,1
3252,245,13,0,0,3318,192,250,195,1504,Commanche,C7755,0
3437,90,3,162,-5,1803,224,234,146,3400,Neota,C8703,0
2803,84,7,240,30,2274,231,227,129,2761,Rawah,C4744,1
3107,340,6,626,22,1084,208,232,162,1182,Neota,C7202,1
3093,270,8,67,14,5113,200,243,182,949,Rawah,C7745,0
3389,124,5,360,26,642,229,236,141,738,Neota,C8776,0
3164,37,22,361,126,3420,214,186,98,1714,Commanche,C7755,0
2998,122,23,218,72,5435,251,215,79,1485,Rawah,C7745,1
2601,249,35,300,1,570,127,240,236,1187,Commanche,C2705,2
2518,82,13,120,10,162,238,216,107,1172,Rawah,C7102,1
3470,79,16,691,185,2278,239,210,96,1348,Rawah,C8776,0
3191,90,1,362,16,4159,221,236,151,2953,Rawah,C7101,0
3025,151,6,300,56,5109,228,240,145,912,Rawah,C7745,1
3416,314,20,551,88,1624,163,220,195,706,Commanche,C8772,6
3151,173,14,256,51,5305,228,246,147,256,Rawah,C7745,0
2312,118,17,371,173,1040,247,222,96,391,Cache,C2717,2
3159,15,3,42,0,4035,217,233,154,382,Commanche,C7202,0
2358,5,33,256,88,726,158,157,120,577,Cache,C4703,5
2914,89,26,60,-30,1146,248,189,54,1587,Commanche,C7757,0
3061,25,8,90,9,2713,216,223,143,1744,Commanche,C7756,0
3321,11,11,446,48,1973,209,218,146,1296,Commanche,C7755,0
3237,333,23,443,132,3638,159,202,178,3482,Commanche,C8776,6
2982,210,8,618,-38,1452,214,247,169,1627,Commanche,C7755,1
2779,349,7,60,-4,2315,207,228,160,1410,Rawah,C7202,1
2812,268,5,85,5,2356,206,242,175,2460,Rawah,C4744,1
2959,211,24,433,149,1805,192,254,187,808,Commanche,C4758,1
3197,72,4,255,21,5154,224,232,144,2402,Rawah,C7745,0
3343,18,12,150,-5,1981,211,215,140,4871,Neota,C8772,0
3357,342,19,543,154,2273,177,207,167,892,Commanche,C8772,6
3156,100,7,330,94,4110,231,231,133,830,Rawah,C7745,1
2991,148,3,85,4,1048,224,239,151,1634,Commanche,C7202,1
3169,80,27,85,6,1422,244,182,50,794,Commanche,C8772,6
2197,115,11,0,0,850,239,230,120,1443,Cache,C2704,3
2845,104,9,150,17,1243,236,229,124,1794,Rawah,C7745,0
2940,90,10,376,83,3477,235,224,120,2670,Rawah,C7745,1
3382,158,12,713,176,1348,233,242,138,1891,Commanche,C7756,0
3130,74,3,67,7,2557,224,233,144,1129,Rawah,C7202,1
3325,78,13,201,-9,3127,236,216,109,1786,Commanche,C8771,6
3213,216,8,511,22,6001,212,248,173,3187,Rawah,C7745,1
3221,349,8,1041,49,4019,206,227,160,2329,Rawah,C7202,0
2596,74,12,313,68,630,235,216,111,1464,Commanche,C2703,5
2965,93,10,247,39,4846,236,225,120,6440,Rawah,C7745,1
2922,137,9,108,6,5040,234,237,134,1851,Rawah,C7101,1
2906,110,6,175,-5,671,230,234,138,1950,Rawah,C7201,1
3089,40,20,201,48,3650,217,192,101,2059,Commanche,C7700,0
2770,47,9,532,40,2621,223,221,132,1950,Commanche,C7756,1
3310,9,11,295,34,1972,207,217,146,1380,Commanche,C7755,0
2966,342,17,437,71,966,184,213,167,1772,Commanche,C7757,1
3018,79,8,124,4,3089,231,226,128,1618,Commanche,C7202,0
3191,338,16,726,164,4394,183,216,170,2118,Rawah,C7745,0
2325,107,23,134,35,1100,252,206,70,816,Cache,C2704,2
3204,263,4,391,33,6016,210,241,170,2012,Rawah,C7201,1
3480,320,25,361,186,1259,147,207,195,1695,Neota,C8772,6
2475,94,26,212,87,847,250,190,51,1269,Commanche,C2705,2
2797,131,9,228,26,977,235,235,132,2539,Commanche,C4704,1
2977,321,16,0,0,1510,178,223,184,1376,Commanche,C7755,1
2589,306,25,192,79,933,145,217,209,466,Commanche,C7757,5
3058,260,5,430,89,5487,207,243,174,849,Rawah,C7745,1
3291,216,9,360,77,1041,211,249,173,781,Commanche,C7756,0
2527,82,12,190,44,247,236,219,113,1740,Cache,C2717,2
3112,264,25,450,67,5889,150,242,226,1797,Rawah,C7746,1
2958,108,14,67,9,2255,243,223,107,698,Rawah,C7746,0
3110,58,10,30,-1,1702,228,218,123,256,Rawah,C7202,0
2412,107,36,319,184,1638,253,173,15,313,Cache,C2704,2
2788,294,38,162,49,2362,89,200,236,612,Commanche,C4758,1
2795,89,9,228,2,1110,234,225,122,2552,Rawah,C7745,0
3389,119,6,395,26,674,231,235,137,685,Neota,C8776,0
3112,357,8,170,36,853,207,226,156,1546,Commanche,C7757,1
2693,34,18,108,26,1650,215,199,114,1230,Commanche,C4703,1
3025,198,1,0,0,2295,218,239,157,3251,Rawah,C7202,0
3327,124,21,787,104,2910,250,220,88,2614,Commanche,C7757,0
3418,76,9,618,139,2103,232,223,124,1590,Rawah,C8776,0
2913,340,21,234,51,1747,172,205,170,2694,Commanche,C7756,1
3285,76,9,60,0,1296,231,224,126,1262,Commanche,C7755,0
3085,46,21,900,25,1633,221,189,94,2226,Commanche,C7757,0
3401,342,13,577,109,2550,192,219,166,1245,Commanche,C7756,0
2607,336,17,182,49,1041,180,215,173,664,Rawah,C7745,1
2877,332,18,67,23,4908,176,215,177,4538,Rawah,C7700,1
3247,321,3,0,0,1824,212,236,163,2053,Commanche,C7202,0
3057,10,11,175,30,2821,209,219,147,1233,Commanche,C7755,1
3399,269,27,124,53,5034,139,237,231,1019,Rawah,C8776,0
2726,334,20,120,59,2817,170,209,176,6517,Rawah,C7745,0
2961,124,9,170,29,1940,235,234,130,2763,Commanche,C7756,1
2738,55,16,450,114,1445,228,205,106,603,Rawah,C7202,1
2445,334,23,390,11,769,162,203,177,1168,Cache,C4703,5
3260,91,16,153,27,1986,243,214,97,1400,Rawah,C7202,6
2640,82,22,85,17,2400,244,196,71,1138,Commanche,C4703,1
2920,14,15,258,18,1401,205,208,137,1638,Rawah,C7745,0
2527,347,17,30,11,932,185,211,162,5120,Rawah,C6101,1
3353,266,11,488,85,3102,193,245,191,1871,Rawah,C8772,0
3404,314,32,67,41,3395,119,196,208,1477,Rawah,C8772,0
3057,150,8,765,23,6150,231,240,141,3271,Rawah,C7745,1
3044,357,16,242,64,1209,194,210,152,390,Commanche,C7700,0
2005,292,36,90,63,256,98,207,236,531,Cache,C4703,2
3213,16,15,350,70,633,206,208,137,1776,Rawah,C7745,1
2283,301,36,134,51,1350,99,199,227,1054,Cache,C4703,2
2922,18,2,408,39,4326,217,234,154,6370,Rawah,C4744,1
3166,48,21,390,128,3386,223,189,90,1746,Commanche,C7755,0
3099,6,10,95,14,4335,208,222,150,3429,Rawah,C7201,0
3099,90,10,424,21,1773,236,224,118,1498,Rawah,C7745,0
2956,45,9,85,-4,579,223,221,133,2295,Rawah,C7745,1
2942,33,10,408,52,4470,218,219,136,6336,Rawah,C4744,1
2964,78,6,153,-4,2263,227,230,137,1832,Rawah,C7745,0
3146,59,14,300,18,1590,230,211,111,1761,Commanche,C7757,1
3046,288,12,201,1,3577,186,239,192,1660,Commanche,C7201,0
3226,156,31,391,-6,2017,237,226,93,1343,Rawah,C7745,1
3412,190,16,474,100,4277,218,251,161,2969,Commanche,C7757,6
2943,194,7,738,84,2796,219,246,162,1718,Commanche,C7702,1
2074,8,36,420,223,390,156,147,109,990,Cache,C2706,5
2458,248,25,108,31,1376,158,249,221,671,Cache,C4703,5
2729,45,16,153,4,1468,223,203,110,516,Commanche,C7755,0
3043,225,2,212,3,3191,216,241,162,1101,Commanche,C7756,1
2955,253,19,466,59,5624,173,249,211,5578,Rawah,C7745,1
3279,13,13,720,76,1935,207,214,142,828,Commanche,C7755,0
2959,281,14,153,29,2635,181,241,200,569,Commanche,C7757,1
3125,83,15,85,12,1172,239,213,101,2220,Rawah,C7746,1
2884,34,16,350,52,2442,216,204,119,2190,Rawah,C7745,1
2744,158,8,0,0,1717,229,242,146,2135,Rawah,C7102,1
3101,88,6,150,0,700,229,230,135,1463,Rawah,C7201,0
2840,345,17,120,45,1566,185,212,164,1836,Commanche,C4758,5
2767,90,32,120,57,242,249,173,28,1418,Rawah,C7746,4
2962,128,8,488,62,5609,234,235,132,4434,Rawah,C7745,1
3041,75,11,0,0,1146,234,219,116,1099,Rawah,C7745,0
3033,13,13,182,46,1006,207,214,142,1924,Commanche,C7756,1
3331,67,18,607,152,3937,235,200,90,2858,Rawah,C8772,0
3388,326,38,255,128,992,102,168,190,1532,Neota,C8772,6
3226,20,11,30,2,3005,212,217,140,2058,Rawah,C7201,0
2548,349,14,0,0,1050,194,217,160,6545,Rawah,C6101,1
3083,125,13,309,20,589,242,230,114,1473,Commanche,C7202,1
