Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type
3092,315,13,162,66,579,185,229,184,1138,Neota,C7201
2617,274,28,85,27,1273,133,233,233,1082,Commanche,C7710
2848,205,13,309,51,2195,212,251,172,1999,Commanche,C7757
2628,17,27,85,45,1593,188,174,112,6745,Rawah,C7745
3013,113,13,510,46,2697,241,227,113,2603,Commanche,C7702
2715,84,16,175,22,1387,241,212,97,2175,Commanche,C4704
2878,29,13,258,23,3123,215,211,130,2364,Rawah,C7745
3045,154,28,90,-33,3415,239,229,99,886,Commanche,C7757
3295,347,3,270,30,5671,213,234,159,518,Rawah,C7201
3226,321,19,323,99,1892,169,218,188,1989,Commanche,C7757
3158,16,8,216,19,658,214,224,147,2575,Neota,C7202
2934,244,7,127,18,1020,206,246,178,553,Commanche,C7202
2636,33,7,192,0,1273,219,226,143,949,Rawah,C7745
2382,63,20,120,12,450,233,194,84,845,Commanche,C2705
3185,147,10,604,53,3227,233,239,137,3600,Rawah,C7745
3439,38,11,799,160,2181,220,215,128,1541,Rawah,C8703
3248,297,8,175,-2,2964,198,238,179,400,Commanche,C7202
3093,55,12,242,53,2936,227,215,119,5663,Rawah,C7745
3158,332,15,30,7,2663,185,221,174,524,Commanche,C7201
3264,321,15,516,57,938,181,224,183,2082,Rawah,C8772
3186,338,8,85,6,5373,204,229,165,2509,Rawah,C7201
3238,211,4,201,24,4860,216,244,164,566,Rawah,C7201
3203,18,5,60,1,5778,216,229,150,849,Rawah,C7101
3149,312,7,162,7,3381,202,235,173,4060,Rawah,C7745
2225,127,26,192,89,1315,252,212,70,703,Cache,C2704
2899,318,21,258,96,4518,161,216,194,402,Rawah,C7745
3281,191,13,510,81,3330,219,250,162,660,Commanche,C7756
3193,112,4,150,11,4144,227,235,142,808,Commanche,C7202
3074,321,10,644,109,830,195,231,175,830,Neota,C7202
2944,63,7,30,3,1895,226,226,134,467,Commanche,C7756
3075,204,14,124,16,1739,212,252,172,212,Commanche,C7756
2828,299,20,192,38,2523,160,228,207,636,Commanche,C4758
2665,47,24,210,107,1123,220,179,80,997,Commanche,C7757
3165,293,14,67,-9,4843,179,236,197,1302,Rawah,C7745
2344,165,31,234,1,417,229,231,108,636,Cache,C2704
3080,162,5,481,81,5460,224,241,151,3467,Rawah,C7745
2336,157,7,30,-8,342,228,241,146,769,Commanche,C2703
3071,27,2,30,0,1790,218,234,153,1891,Rawah,C7202
2657,72,3,60,8,1265,223,233,146,6184,Rawah,C4744
3244,135,5,150,4,2663,227,238,144,1061,Rawah,C7201
3132,94,10,306,32,3439,236,225,119,4814,Rawah,C7745
2398,45,15,360,95,421,223,206,114,437,Cache,C2705
2737,96,2,0,0,1654,223,236,149,2467,Rawah,C7102
2896,113,14,258,41,3841,243,225,108,5720,Rawah,C7746
2879,341,21,170,33,1234,170,203,169,1617,Rawah,C7746
3299,58,16,510,31,870,230,203,101,2586,Rawah,C7201
2645,51,12,60,-6,1452,226,214,120,677,Commanche,C7757
2532,157,6,162,-1,612,227,241,148,735,Rawah,C7202
3090,330,7,391,95,2683,204,232,167,1574,Commanche,C7756
3189,50,11,342,45,3078,225,215,123,2821,Commanche,C7756
3089,85,25,391,153,1533,246,189,58,2574,Commanche,C7757
2231,5,19,30,11,1173,192,199,141,342,Cache,C4703
2844,304,5,30,6,5280,206,237,171,552,Rawah,C7745
2709,81,17,210,71,993,241,208,92,1032,Commanche,C7757
2634,63,14,0,0,2502,232,211,108,1136,Commanche,C7102
2850,62,28,247,125,1972,230,170,54,537,Commanche,C4758
3408,78,14,576,175,2135,237,213,104,1489,Rawah,C8772
2965,157,10,180,10,4298,232,242,140,5308,Rawah,C7746
2567,119,11,67,11,900,239,231,121,1531,Commanche,C2703
3136,140,11,150,4,3408,237,237,129,4991,Rawah,C7746
2939,321,3,42,2,1684,211,236,164,175,Commanche,C7756
2645,183,33,228,119,2301,209,241,140,994,Commanche,C2705
2934,337,17,999,102,2461,180,215,172,932,Commanche,C7700
2862,61,14,309,60,2731,231,209,107,1910,Rawah,C7745
2526,311,18,30,10,750,168,224,196,973,Commanche,C7700
2775,175,8,67,3,2948,225,244,153,6330,Rawah,C7746
3227,33,10,765,110,1075,218,218,135,2012,Commanche,C7201
2412,56,24,277,52,685,228,181,73,663,Cache,C4703
2947,342,12,30,6,1260,196,222,165,446,Commanche,C7202
2543,146,17,124,-6,1436,241,236,119,1243,Commanche,C2705
2855,69,9,330,55,1618,230,222,125,2742,Commanche,C7702
3264,60,15,319,74,5536,231,207,105,1172,Rawah,C7745
2630,87,9,0,0,1050,233,226,125,1240,Commanche,C4758
3069,265,8,382,67,2989,199,244,184,999,Commanche,C7756
3136,270,5,127,24,1087,206,242,174,1458,Commanche,C7202
2611,30,13,390,111,1935,216,212,130,713,Commanche,C2703
3292,322,8,30,9,649,200,232,171,872,Neota,C7756
3107,337,5,85,2,1142,208,232,163,1934,Rawah,C7202
3441,260,16,953,251,4830,179,247,205,2998,Commanche,C8776
3045,350,4,60,5,1082,212,233,158,1999,Rawah,C7745
2844,217,7,30,-1,680,213,247,171,541,Commanche,C7202
3280,53,16,150,20,1827,227,205,107,4764,Neota,C7201
2873,20,9,366,60,3582,214,221,143,2966,Rawah,C7102
3187,122,15,277,82,1165,244,227,109,2249,Rawah,C7745
2731,323,24,285,120,1842,152,207,191,2471,Commanche,C4703
2823,77,15,402,53,1945,238,212,101,2862,Rawah,C7745
2868,28,17,558,92,2484,210,200,120,2125,Rawah,C7745
2973,60,8,591,20,959,226,224,132,2084,Rawah,C7745
2213,293,13,270,141,30,184,237,193,426,Cache,C2703
3671,325,6,722,259,2914,206,234,167,1249,Rawah,C8776
3174,58,22,430,104,4938,230,189,82,3148,Rawah,C7746
2890,267,16,0,0,6044,177,245,206,4771,Rawah,C7700
2242,113,35,234,142,841,254,181,23,277,Cache,C2704
3059,185,9,566,88,2846,222,246,158,1146,Commanche,C7756
2956,198,12,42,5,1284,216,250,167,1138,Commanche,C7756
3144,341,22,594,47,3648,169,202,168,1667,Commanche,C8772
3004,19,12,426,39,5315,211,214,138,5716,Rawah,C4744
2348,317,21,283,135,1033,159,216,195,67,Cache,C4703
2955,190,11,845,160,2734,220,249,161,1224,Commanche,C7790
2571,41,19,85,28,700,219,196,105,1022,Rawah,C4201
2823,352,12,691,-8,450,199,220,158,1120,Commanche,C4704
3077,281,13,730,263,735,183,241,197,1218,Rawah,C7746
3275,340,10,192,10,511,200,226,165,1072,Neota,C7756
3235,273,12,67,17,1019,186,243,196,1864,Neota,C7202
2952,256,15,488,36,5677,183,248,203,3720,Rawah,C7745
3242,101,29,108,14,2081,253,189,44,42,Commanche,C8772
3114,351,10,60,9,2210,202,223,159,942,Commanche,C7202
2772,193,25,210,105,3030,209,250,162,6270,Rawah,C7746
2959,25,5,516,40,4803,218,229,148,5370,Rawah,C4744
2758,51,10,190,20,450,225,218,126,2665,Commanche,C7755
2241,162,5,0,0,638,224,241,151,569,Cache,C4703
2643,94,16,417,112,967,243,215,97,366,Rawah,C7746
3208,61,6,735,64,1050,225,227,136,2114,Commanche,C7756
3096,166,13,277,-30,2317,230,244,143,1766,Commanche,C7756
3223,137,18,108,33,2799,244,231,108,2927,Commanche,C7757
2571,56,14,175,-5,872,228,210,112,150,Rawah,C7745
3255,21,25,402,78,1731,195,179,111,2103,Neota,C7757
3166,288,20,743,353,1388,162,234,211,964,Commanche,C7700
2783,207,31,418,-42,2193,184,250,182,1657,Commanche,C4758
2325,348,28,216,33,1092,156,181,155,1148,Cache,C4703
3127,63,17,120,14,782,233,203,97,1694,Rawah,C7745
3111,252,12,150,27,5554,194,248,192,2795,Rawah,C7201
2883,67,8,446,132,1276,228,224,129,1413,Commanche,C7756
3147,45,4,124,0,1570,221,230,145,4560,Neota,C7101
2884,296,14,201,49,3006,179,235,196,2197,Rawah,C7745
2198,126,13,0,0,787,242,231,115,395,Cache,C5101
2535,124,11,108,17,67,238,232,124,646,Cache,C2717
2674,117,11,90,-11,1855,238,230,121,218,Commanche,C4703
3280,30,8,60,0,1195,218,223,141,2400,Rawah,C8771
3044,248,30,618,247,2250,142,245,230,1180,Commanche,C7757
3300,333,4,768,263,3608,210,234,163,2103,Commanche,C7756
3169,327,19,532,3,631,171,216,182,1767,Neota,C7757
3023,303,10,497,226,2812,193,235,183,1717,Commanche,C7756
3262,59,10,120,27,5916,228,219,124,560,Rawah,C7201
2974,80,23,150,24,2940,243,192,67,1222,Commanche,C7757
2911,88,8,408,20,1668,232,227,128,1154,Commanche,C7756
3331,304,15,474,113,4222,177,231,194,1908,Commanche,C7201
3300,352,2,268,76,1230,216,236,157,2362,Rawah,C8776
2932,85,9,90,19,4771,233,225,124,3858,Rawah,C7202
2777,168,19,60,6,765,231,244,136,2998,Commanche,C4704
3159,61,18,306,53,5081,232,200,94,3181,Rawah,C7201
3230,70,11,175,0,1489,232,218,117,659,Commanche,C7756
3106,335,11,85,9,4065,196,226,169,1248,Rawah,C7745
3290,231,22,216,61,2230,181,254,204,2984,Rawah,C8776
3019,259,15,234,30,1899,183,247,202,1398,Commanche,C7202
3260,94,13,124,1,2347,240,220,107,1809,Commanche,C7756
2643,157,5,0,0,1850,226,241,149,1048,Commanche,C2705
3142,295,10,395,39,2287,192,237,185,938,Commanche,C7756
3044,341,9,175,33,2742,201,226,165,6099,Rawah,C7745
3010,0,9,60,7,902,208,224,154,2533,Rawah,C7745
2964,130,7,120,15,2083,233,236,136,872,Rawah,C7745
3201,148,24,323,96,1110,243,230,101,2143,Rawah,C7745
3099,188,16,30,2,2955,220,250,159,1168,Commanche,C7202
3121,66,20,603,-53,1106,235,196,85,964,Rawah,C7746
2778,175,19,120,23,1277,227,246,144,1657,Commanche,C2705
2471,47,21,95,28,757,222,189,93,875,Commanche,C4704
2381,63,21,120,55,924,233,191,80,1345,Cache,C2717
3013,69,18,134,17,1937,236,202,91,3465,Commanche,C7702
3006,183,16,466,116,5359,222,249,154,1136,Rawah,C7746
2621,18,19,0,0,1537,201,196,126,2048,Commanche,C4703
2881,23,14,108,11,1718,211,209,131,2806,Commanche,C7757
3188,82,7,30,3,4192,230,228,132,3317,Rawah,C7745
2896,104,9,0,0,4321,236,229,124,2713,Rawah,C7746
2766,31,4,120,15,1302,219,230,148,2188,Commanche,C7756
3325,205,22,124,-4,2821,201,254,178,513,Commanche,C7757
2970,108,9,170,26,1884,236,230,125,977,Rawah,C7746
3133,359,13,60,12,3989,200,216,153,1932,Commanche,C7201
2739,298,20,85,36,3157,161,229,207,6192,Rawah,C7745
2925,153,9,150,-5,1699,231,241,141,955,Commanche,C7202
2009,301,19,0,0,60,163,228,204,792,Cache,C6102
2972,247,33,513,41,2160,136,243,232,1129,Commanche,C4758
3275,211,8,752,127,6240,213,248,170,2073,Rawah,C7745
3047,288,5,631,69,5531,207,239,171,6190,Rawah,C4744
2673,120,10,361,-6,726,238,232,124,1653,Rawah,C7746
3088,322,14,60,6,2065,184,226,181,1213,Commanche,C7202
2991,348,9,256,38,234,203,225,161,607,Commanche,C7755
2853,92,29,42,20,977,250,182,39,1591,Commanche,C7757
3067,87,14,30,0,2140,240,215,102,3478,Commanche,C7700
3343,0,12,450,95,685,202,217,152,1816,Commanche,C7755
3199,153,15,0,0,3226,237,240,130,840,Commanche,C7757
2775,77,4,42,1,1890,226,231,141,1371,Rawah,C7745
3095,170,11,518,-31,2539,228,245,148,1530,Commanche,C4758
2782,76,10,421,-5,834,232,222,121,1057,Commanche,C4704
2690,25,15,85,1,1572,212,207,129,1839,Commanche,C4704
2883,108,22,180,76,180,251,208,72,1084,Rawah,C7746
3074,130,7,0,0,4402,233,236,136,984,Rawah,C7745
3072,308,21,256,64,659,160,223,201,1711,Commanche,C7201
2974,339,23,446,153,467,164,200,171,1371,Rawah,C7746
2852,204,17,190,47,1481,208,253,174,2040,Commanche,C4758
3190,1,14,95,15,4166,199,213,150,2055,Commanche,C7201
2903,155,15,162,20,4718,237,240,129,242,Rawah,C7746
3309,75,11,216,18,1745,233,220,117,3168,Neota,C8771
3099,342,2,242,34,2321,216,236,158,2162,Commanche,C7756
2774,166,28,240,108,2096,230,236,117,2241,Commanche,C2705
2452,353,31,558,238,999,151,169,144,258,Cache,C4703
2959,345,7,420,46,4624,207,230,161,2888,Rawah,C7202
2788,353,8,60,7,3305,207,227,158,2889,Rawah,C7202
3171,16,19,42,8,4101,200,196,128,1509,Rawah,C8771
2971,225,1,60,1,1300,217,239,159,703,Commanche,C7756
2750,231,33,323,105,3192,150,248,218,1604,Commanche,C2705
2806,45,5,362,18,1019,222,228,142,1290,Commanche,C4704
2665,69,4,30,0,537,224,231,143,601,Rawah,C7202
3369,45,13,365,14,1124,223,211,120,3803,Neota,C8771
3006,183,30,283,115,1840,213,243,143,2190,Commanche,C7757
2963,210,20,190,94,607,201,254,182,1595,Commanche,C7756
3304,290,15,806,34,3309,177,237,199,979,Commanche,C8772
3043,317,13,256,63,390,186,229,182,1516,Commanche,C7756
2817,328,24,85,31,1997,154,204,185,2732,Rawah,C7745
3120,173,8,234,42,124,225,244,152,3409,Neota,C7201
2712,180,29,42,15,2596,216,242,138,2312,Rawah,C7746
2978,54,15,95,16,5240,227,206,108,2448,Rawah,C7745
2991,253,7,339,47,297,204,245,179,1421,Commanche,C7756
2605,84,13,190,37,1064,238,217,107,1292,Commanche,C4704
2956,301,1,30,1,1231,215,238,161,212,Commanche,C7202
2728,81,13,661,111,1179,237,216,107,859,Rawah,C4744
3013,57,11,85,1,3332,228,217,121,799,Commanche,C7102
3085,311,33,192,58,2473,116,198,212,2962,Rawah,C7201
2467,135,15,201,33,589,243,232,114,1358,Cache,C2717
2618,347,9,127,4,741,202,225,161,6103,Rawah,C7745
3288,18,12,391,81,1020,211,215,139,2208,Rawah,C8772
2959,160,8,228,10,4221,228,242,146,5680,Rawah,C7745
2944,352,9,270,23,1660,205,225,158,484,Commanche,C7755
2757,141,14,30,4,560,240,236,123,2806,Commanche,C7102
2925,34,19,446,80,592,214,196,112,726,Commanche,C7755
2928,114,8,309,15,3554,233,233,131,4516,Rawah,C4744
2397,171,24,90,18,108,228,242,132,892,Commanche,C2703
2867,99,16,430,56,1682,244,217,98,2918,Commanche,C7202
2977,259,8,810,220,1176,200,245,184,1917,Commanche,C7756
3245,158,15,306,57,1048,235,241,133,2571,Rawah,C7201
2860,86,24,484,207,495,247,191,59,1719,Rawah,C7746
3071,329,1,297,15,3387,215,237,159,566,Rawah,C7201
3272,77,13,258,-58,679,236,216,110,3507,Neota,C7756
3082,128,3,85,5,2389,224,237,149,2069,Commanche,C7756
2795,90,9,228,8,2322,233,227,125,2052,Rawah,C4744
3280,230,11,85,0,1973,203,250,184,3870,Neota,C7756
2939,216,18,150,50,510,199,254,186,1489,Commanche,C7756
2422,257,11,228,49,661,193,247,192,1361,Cache,C4703
3168,279,6,60,3,4434,204,241,176,3194,Rawah,C7102
3233,305,13,485,59,696,184,233,189,731,Neota,C7202
2876,29,2,309,60,2399,218,233,152,2117,Rawah,C4744
2722,130,8,175,39,2416,233,236,135,4901,Rawah,C4744
3200,199,21,390,46,3360,207,253,171,902,Commanche,C7756
2847,289,23,150,48,825,149,230,218,1839,Commanche,C4758
3182,293,8,150,4,671,198,239,180,966,Neota,C7756
2828,263,25,182,68,1722,150,242,226,1343,Commanche,C4758
3319,322,8,391,44,2539,199,232,173,866,Commanche,C7201
3405,261,15,301,65,3131,182,247,203,1873,Rawah,C8772
3158,328,12,569,-7,660,190,226,175,1725,Neota,C7757
2609,166,15,212,38,2791,232,244,139,2081,Commanche,C2703
3165,29,20,362,72,3113,209,192,112,3270,Rawah,C7746
3081,105,11,600,22,514,238,227,118,1100,Commanche,C7756
3180,92,18,541,47,5579,245,210,88,1577,Rawah,C7745
3316,32,8,524,129,1353,219,224,141,2580,Rawah,C7202
2940,221,24,255,103,902,184,254,197,765,Commanche,C4758
2877,11,2,60,4,3260,217,234,155,4616,Rawah,C4744
3147,117,15,400,109,323,245,225,105,1650,Rawah,C7202
2799,327,5,60,3,525,208,234,165,700,Rawah,C7202
2924,107,18,335,142,1423,248,216,89,2138,Commanche,C7757
2966,341,17,127,30,1860,181,212,168,1172,Rawah,C7745
3233,46,14,85,10,4117,224,209,116,2630,Rawah,C8772
3256,32,12,566,197,1077,217,213,129,408,Rawah,C7201
2885,20,26,391,72,2695,191,174,109,1657,Commanche,C7757
3284,37,12,283,81,5009,219,213,127,134,Rawah,C8771
3051,204,10,454,82,5477,214,250,169,987,Rawah,C7745
3305,146,25,511,140,1718,245,227,94,1338,Neota,C7757
2568,198,17,218,33,1390,212,252,169,2048,Commanche,C2705
3089,174,16,95,-7,3000,228,246,146,1008,Commanche,C7757
3158,27,14,95,21,1661,213,210,130,192,Rawah,C7202
2256,265,34,376,118,570,115,231,242,1663,Cache,C4703
2989,9,28,210,130,564,176,171,121,3032,Commanche,C7700
2906,180,1,335,17,3999,219,239,157,3752,Rawah,C7745
2802,42,17,376,89,2631,220,200,110,190,Commanche,C4703
2851,233,17,362,205,1128,189,253,198,1706,Commanche,C7757
3219,296,15,499,124,5196,176,234,198,2041,Rawah,C7201
3001,229,10,228,114,2659,205,250,181,1224,Commanche,C4758
3083,311,4,30,2,5011,208,237,168,807,Rawah,C7202
2503,332,6,268,33,1036,207,233,165,962,Commanche,C2705
2978,250,6,0,0,5613,206,245,176,2133,Rawah,C7201
2636,90,7,382,26,360,231,229,132,1838,Rawah,C4744
3051,23,5,30,1,3555,217,228,148,1740,Rawah,C7745
2995,338,9,285,13,4953,201,228,166,5218,Rawah,C7745
2683,56,7,190,18,1371,225,225,134,1710,Commanche,C4704
3170,330,13,134,16,4154,188,224,175,371,Commanche,C7756
3301,306,22,67,33,5460,156,222,205,830,Rawah,C8771
2884,41,10,42,0,1513,221,219,132,2661,Commanche,C4704
3235,61,8,361,106,2337,227,223,129,3322,Commanche,C7755
2907,333,20,711,141,2300,170,210,177,769,Commanche,C4704
2997,217,22,513,177,1354,191,254,191,268,Commanche,C4758
2920,60,20,108,-4,2308,232,196,89,379,Commanche,C4758
3102,35,13,95,20,5286,218,211,127,2971,Rawah,C7201
2826,297,2,42,5,900,213,238,163,313,Commanche,C7202
3105,135,4,60,3,4514,227,238,145,1622,Rawah,C7202
3375,21,13,331,35,3247,211,212,135,1790,Rawah,C8772
3372,168,13,350,21,2355,230,245,143,524,Commanche,C8771
3537,107,21,967,252,2561,250,211,79,1064,Rawah,C8776
3190,3,17,323,78,2674,195,206,146,794,Commanche,C7700
2427,115,27,175,43,725,254,202,56,1279,Cache,C2706
3220,10,12,234,46,552,207,216,145,1146,Neota,C7700
2789,174,24,95,-2,4149,226,244,135,5312,Rawah,C7746
3007,77,9,390,40,4308,232,223,122,1936,Rawah,C7745
2766,325,10,240,27,1416,196,230,173,2366,Rawah,C4744
2846,253,18,457,14,914,177,249,208,1781,Commanche,C2705
3358,282,7,800,101,924,201,241,179,2260,Commanche,C7756
3022,107,7,534,90,3212,233,232,131,755,Commanche,C7756
3241,22,20,618,165,750,204,194,121,2012,Commanche,C7757
3138,241,11,306,72,5731,199,249,187,2345,Rawah,C7746
3008,261,26,67,47,2763,146,242,229,175,Commanche,C7757
2936,142,8,120,14,4380,232,238,139,4542,Rawah,C7745
2550,179,15,150,20,1115,225,248,151,1237,Commanche,C2705
3064,358,6,30,0,3466,211,229,156,2882,Commanche,C7202
2545,76,15,240,43,295,237,211,101,1008,Rawah,C4744
2985,37,24,201,4,882,212,181,93,2135,Commanche,C7700
2942,342,5,371,86,3087,210,233,161,2322,Rawah,C7745
3143,44,19,216,57,5134,221,196,103,1387,Rawah,C7201
2921,99,20,558,-100,648,249,207,78,1712,Rawah,C7746
2929,7,13,180,-6,5502,204,214,146,3820,Rawah,C7745
2975,90,8,247,0,4009,232,228,129,5653,Rawah,C7745
2509,123,15,153,19,1045,244,228,110,1060,Commanche,C2705
3169,304,23,270,87,4542,152,222,208,1342,Rawah,C7201
3086,319,16,277,78,591,178,224,186,1800,Commanche,C7201
3230,23,5,268,32,726,217,228,148,1312,Neota,C7700
2625,214,32,108,66,1945,173,249,193,371,Commanche,C2705
3175,48,6,446,80,4978,223,227,140,2103,Rawah,C7745
2903,84,7,30,3,3889,231,227,129,2584,Rawah,C7745
2741,114,13,607,26,1129,242,227,112,912,Rawah,C4744
2982,84,4,671,138,1271,226,232,141,2290,Commanche,C7756
2950,108,9,268,52,3444,237,229,123,1651,Rawah,C7745
2839,45,17,170,34,2988,222,201,108,2247,Commanche,C7757
2852,18,5,0,0,1511,216,229,150,2405,Commanche,C7202
2669,105,29,90,36,2338,254,191,44,2460,Commanche,C2705
3251,142,22,604,94,977,246,228,99,1298,Commanche,C7709
2740,38,8,67,1,1776,220,222,137,912,Rawah,C4744
3014,65,4,509,98,5538,223,231,143,1598,Rawah,C7745
3052,358,8,67,-6,1421,208,226,155,2347,Rawah,C7745
3203,225,5,485,41,6008,213,245,169,2353,Rawah,C7201
3126,144,15,376,23,3422,240,236,121,2868,Rawah,C7746
3131,131,29,402,140,430,252,210,64,1704,Commanche,C7709
3361,11,23,182,68,2525,189,187,128,2589,Rawah,C8772
3062,303,18,666,240,671,166,228,201,1207,Rawah,C7746
2336,36,4,30,3,0,220,230,147,789,Cache,C6102
3289,9,11,268,-9,4271,207,217,146,1507,Rawah,C7745
3143,254,8,175,10,1194,203,245,181,1786,Commanche,C7756
3229,270,9,175,24,4897,195,244,187,655,Rawah,C7202
2597,116,8,60,-4,1521,235,232,129,1116,Commanche,C2703
3002,92,13,268,-4,2089,240,220,109,1072,Rawah,C7745
2069,278,12,0,0,1134,188,242,193,402,Cache,C6102
2945,293,4,190,33,3740,209,239,168,4725,Rawah,C4744
2776,163,8,30,3,2032,228,242,147,2582,Rawah,C7746
3252,71,26,90,31,1706,238,181,59,730,Rawah,C7201
2570,122,16,85,25,1773,246,225,102,1771,Commanche,C2705
2975,43,11,342,7,3341,222,216,127,6096,Rawah,C7745
3043,270,11,85,11,3029,190,244,193,815,Commanche,C7202
3227,319,10,30,6,4053,194,231,177,1273,Rawah,C7201
3131,110,5,85,11,2006,228,234,140,2746,Rawah,C7745
2914,72,20,90,28,3260,238,196,80,2561,Rawah,C7745
2927,23,8,150,1,685,216,223,144,2110,Commanche,C7700
3029,34,5,509,46,3097,219,228,145,648,Commanche,C7756
3036,165,13,30,0,624,231,244,141,1256,Rawah,C7746
3125,16,10,306,16,4148,212,220,145,1932,Rawah,C7745
2674,193,21,285,20,497,213,251,163,765,Commanche,C2704
3101,21,23,295,-5,1620,197,183,114,1648,Commanche,C7755
2781,339,7,0,0,2249,204,230,164,824,Commanche,C7755
2954,31,13,95,14,1320,216,212,129,443,Commanche,C7756
3446,168,6,30,0,3093,225,242,152,2397,Rawah,C8703
2742,119,20,376,108,2580,250,218,88,2143,Commanche,C4703
2318,112,38,339,214,850,253,173,11,360,Cache,C2704
3102,319,5,30,2,3755,206,235,168,3122,Commanche,C7201
3434,86,10,108,25,1846,234,224,120,3342,Neota,C8703
3041,90,2,738,50,5731,222,236,150,5447,Rawah,C4744
2353,327,22,85,26,1350,160,209,186,256,Cache,C4703
3227,34,14,0,0,2871,217,210,125,2216,Rawah,C7201
3005,315,1,240,66,2393,215,237,160,2442,Commanche,C7756
2875,137,19,272,48,932,246,229,104,430,Rawah,C7746
2999,45,10,108,15,1954,223,219,130,3412,Commanche,C7702
3249,19,11,30,3,6190,212,216,140,277,Rawah,C7201
3309,36,27,228,15,1868,207,170,84,2773,Rawah,C8772
3334,225,7,300,23,1024,211,247,172,1590,Commanche,C7756
3255,55,16,420,90,3302,228,205,106,2045,Commanche,C8772
2965,67,19,85,14,5126,235,199,87,524,Rawah,C7746
2708,190,7,0,0,330,220,245,160,750,Rawah,C7746
2705,343,21,120,46,2017,173,204,166,2666,Rawah,C7745
2580,82,7,85,3,1114,230,228,130,1729,Commanche,C4704
2658,80,18,170,38,1890,241,205,87,1983,Commanche,C2705
2951,352,8,127,11,1736,206,226,158,591,Commanche,C7756
3138,71,26,390,163,2032,238,181,58,3891,Rawah,C7745
3377,180,9,793,205,1406,224,246,155,953,Neota,C7755
3240,352,18,600,101,2148,187,208,157,201,Commanche,C7790
2906,0,9,42,6,4503,208,224,154,5956,Rawah,C7102
2810,218,24,95,38,1761,186,254,194,2271,Commanche,C4758
3270,179,14,513,68,2631,225,248,152,1315,Commanche,C7757
2315,41,15,342,132,1381,221,206,117,979,Cache,C2717
3584,7,6,402,137,1775,213,229,153,1581,Neota,C8776
2985,40,17,955,187,3085,219,199,110,979,Commanche,C4703
2908,336,11,175,15,342,195,225,169,400,Commanche,C7755
2948,89,16,752,150,3152,242,213,97,703,Commanche,C4703
3232,136,16,256,55,2731,243,232,113,949,Commanche,C7756
3082,151,7,124,18,1777,230,240,143,2060,Commanche,C7202
3201,18,12,376,125,990,211,215,140,768,Rawah,C7201
3057,238,6,42,3,2992,209,245,173,1498,Commanche,C7757
2814,105,11,124,29,3170,240,226,115,6499,Rawah,C7746
3109,65,22,127,52,5026,234,191,78,1652,Rawah,C7745
3329,305,21,966,229,3854,157,223,204,2352,Commanche,C7755
3211,38,11,170,3,3882,220,216,130,3632,Rawah,C7745
2509,138,11,85,17,371,237,236,128,3221,Rawah,C6731
3038,74,8,30,3,4764,230,226,129,696,Rawah,C7101
2908,142,13,124,22,663,239,237,125,2589,Rawah,C7201
3340,274,16,778,210,3929,177,242,205,2300,Commanche,C7757
2845,76,4,402,-9,1931,225,232,143,2021,Rawah,C7745
3068,353,6,85,7,1358,210,230,158,1789,Rawah,C7745
2712,64,7,134,7,2096,227,226,133,6720,Rawah,C4744
2529,18,26,150,54,2040,190,176,112,764,Commanche,C4703
3021,219,12,573,135,6017,206,251,180,5274,Rawah,C7745
2575,324,19,350,-24,990,170,217,185,1020,Commanche,C2705
3237,104,4,484,-13,2831,226,234,143,234,Commanche,C7756
3108,86,23,376,55,3561,246,193,64,765,Rawah,C7745
2891,310,12,360,96,1765,188,232,184,1744,Commanche,C7790
3233,33,20,201,13,1747,212,192,108,4662,Neota,C7201
3260,234,10,301,33,4069,203,249,183,2331,Rawah,C7202
2794,77,13,95,-8,2003,236,216,110,1634,Commanche,C7757
3093,172,13,120,10,845,228,246,147,1661,Rawah,C7202
3135,320,11,924,362,1282,192,230,177,1216,Commanche,C7755
2634,25,16,95,13,997,211,204,126,1703,Commanche,C7757
2434,333,13,426,241,1061,191,223,172,1019,Cache,C2717
1985,122,17,150,53,124,247,224,100,150,Cache,C2717
3212,280,18,579,94,750,169,239,209,716,Commanche,C7202
2468,335,13,30,2,511,191,223,171,1087,Cache,C2705
2815,53,2,210,5,2123,221,234,150,2325,Rawah,C4744
3204,236,13,649,138,6145,198,251,189,1699,Rawah,C7746
2741,47,8,175,11,2726,223,222,133,2184,Rawah,C4744
2900,83,20,450,129,589,244,200,77,1396,Rawah,C7745
2749,354,2,0,0,1722,215,235,157,2676,Rawah,C7202
2891,39,29,228,64,661,207,163,74,600,Commanche,C7757
2949,2,5,0,0,1864,212,229,155,1546,Rawah,C7202
3024,59,1,300,50,4168,220,235,152,2421,Rawah,C7745
3202,38,13,90,3,1092,219,211,124,2439,Rawah,C7202
3013,21,12,351,46,4837,212,214,138,1530,Rawah,C7745
3069,72,26,330,150,2197,239,180,56,2520,Commanche,C7757
2594,181,12,0,0,2073,224,248,155,2133,Commanche,C6102
3049,42,11,1243,180,2798,222,215,127,1150,Commanche,C7755
3234,137,9,67,7,4156,234,237,134,2509,Rawah,C8771
3233,71,24,469,91,1342,238,187,67,5041,Neota,C7201
